rfi_id,date_submitted,date_responded,discipline,category,description,source_clash,source_round
RFI-257,2025-07-13,2025-07-30,Mechanical,Coordination Issue,"Coordination issue at Zone -7-9 Level 2: MEP-Structure clash near (-38134, 45659, 4268mm). Ref: New-R3-015",New-R3-015,4
RFI-258,2025-07-23,2025-07-26,Structural,Code Compliance,"Coordination issue at Zone -9-7 Level 3: Electrical-Structure clash near (-46094, 37191, 9072mm). Ref: Clash-1e429503d739",Clash-1e429503d739,4
RFI-259,2025-07-26,2025-08-01,Plumbing,Code Compliance,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (0, 0, -75mm). Ref: Clash-583601b82284",Clash-583601b82284,4
RFI-260,2025-07-18,2025-07-24,Structural,Material Substitution,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (2221, 958, -435mm). Ref: New-R2-055",New-R2-055,4
RFI-261,2025-07-24,2025-08-02,Structural,Material Substitution,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-2613, 263, 368mm). Ref: New-R2-296",New-R2-296,4
RFI-262,2025-07-18,,Plumbing,Design Clarification,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-1705, 730, -383mm). Ref: New-R2-547",New-R2-547,4
RFI-263,2025-07-22,2025-07-24,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (1096, -1749, -412mm). Ref: New-R3-081",New-R3-081,4
RFI-264,2025-07-20,2025-07-24,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (1703, 608, 225mm). Ref: New-R3-109",New-R3-109,4
RFI-265,2025-07-16,2025-07-24,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (2125, 1030, 117mm). Ref: New-R3-202",New-R3-202,4
RFI-266,2025-07-25,2025-07-28,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (482, 1600, -213mm). Ref: New-R3-208",New-R3-208,4
RFI-267,2025-07-19,2025-07-25,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-2156, -1435, -155mm). Ref: New-R3-438",New-R3-438,4
RFI-268,2025-07-14,2025-07-21,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (354, -1325, -520mm). Ref: New-R3-494",New-R3-494,4
RFI-269,2025-07-19,,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (1995, -2348, 110mm). Ref: New-R3-541",New-R3-541,4
RFI-270,2025-07-24,2025-07-29,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-2832, 1835, -259mm). Ref: New-R3-553",New-R3-553,4
RFI-271,2025-07-19,2025-07-20,Mechanical,Coordination Issue,"Coordination issue at Zone -6-5 Level 2: MEP-Architecture clash near (-33572, 25627, 4000mm). Ref: Clash-df9e7c3f8d74",Clash-df9e7c3f8d74,4
RFI-272,2025-07-22,2025-07-29,Architectural,Material Substitution,"Coordination issue at Zone 0-9 Level 1: MEP-Architecture clash near (-2291, 45230, 2706mm). Ref: Clash-1788faa7e793",Clash-1788faa7e793,4
RFI-273,2025-07-22,2025-07-26,Architectural,Design Clarification,"Coordination issue at Zone -4-10 Level 1: MEP-Architecture clash near (-24988, 53630, 2754mm). Ref: New-R2-671",New-R2-671,4
RFI-274,2025-07-13,2025-07-22,Mechanical,Coordination Issue,"Coordination issue at Zone -3-3 Level 1: MEP-Architecture clash near (-16726, 17094, 3037mm). Ref: New-R3-101",New-R3-101,4
RFI-275,2025-07-26,2025-08-02,Architectural,Coordination Issue,"Coordination issue at Zone -2-3 Level 1: MEP-Architecture clash near (-14625, 16758, 3085mm). Ref: New-R3-114",New-R3-114,4
RFI-276,2025-07-22,2025-07-26,Mechanical,Coordination Issue,"Coordination issue at Zone 0-9 Level 2: MEP-Architecture clash near (-3241, 46546, 6787mm). Ref: New-R3-250",New-R3-250,4
RFI-277,2025-07-26,2025-08-04,Mechanical,Coordination Issue,"Coordination issue at Zone -7-2 Level 3: MEP-Architecture clash near (-35754, 10192, 7493mm). Ref: New-R3-341",New-R3-341,4
RFI-278,2025-07-21,2025-08-05,Architectural,Coordination Issue,"Coordination issue at Zone -8-0 Level 1: MEP-Architecture clash near (-40431, 3048, 2713mm). Ref: New-R3-581",New-R3-581,4
RFI-279,2025-07-19,2025-07-25,Mechanical,Coordination Issue,"Coordination issue at Zone -1-2 Level 1: Electrical-Mechanical clash near (-6141, 10550, 2921mm). Ref: Clash-f86d386e0bee-R3",Clash-f86d386e0bee-R3,4
RFI-280,2025-07-22,2025-07-29,Electrical,Constructability,"Coordination issue at Zone -9-3 Level 1: Electrical-Mechanical clash near (-45425, 17419, 2801mm). Ref: Clash-0f3e430bc212",Clash-0f3e430bc212,4
RFI-281,2025-07-13,,Electrical,Material Substitution,"Coordination issue at Zone -1-8 Level 1: Electrical-Mechanical clash near (-9158, 41510, 2731mm). Ref: Clash-2ef7678d9992",Clash-2ef7678d9992,4
RFI-282,2025-07-17,2025-07-28,Mechanical,Code Compliance,"Coordination issue at Zone 0-9 Level 1: Electrical-Mechanical clash near (-801, 46123, 2731mm). Ref: Clash-d7a453618886",Clash-d7a453618886,4
RFI-283,2025-07-21,2025-07-26,Electrical,Constructability,"Coordination issue at Zone -5-7 Level 3: Electrical-Mechanical clash near (-25426, 36394, 7371mm). Ref: Clash-a33a142cb043",Clash-a33a142cb043,4
RFI-284,2025-07-19,2025-07-26,Mechanical,Coordination Issue,"Coordination issue at Zone -3-2 Level 3: Electrical-Mechanical clash near (-19628, 11969, 7335mm). Ref: Clash-594e2f9ecb4a-R3",Clash-594e2f9ecb4a-R3,4
RFI-285,2025-07-24,2025-07-28,Mechanical,Design Clarification,"Coordination issue at Zone -8-6 Level 3: Electrical-Mechanical clash near (-44820, 32259, 8311mm). Ref: Clash-4fcba0089ba5-R2",Clash-4fcba0089ba5-R2,4
RFI-286,2025-07-17,2025-07-28,Mechanical,Code Compliance,"Coordination issue at Zone -5-4 Level 1: Electrical-Mechanical clash near (-29093, 24207, 3017mm). Ref: New-R1-143",New-R1-143,4
RFI-287,2025-07-24,2025-08-03,Mechanical,Coordination Issue,"Coordination issue at Zone -4-3 Level 3: Electrical-Mechanical clash near (-22779, 16728, 7697mm). Ref: New-R1-165",New-R1-165,4
RFI-288,2025-07-26,2025-07-30,Electrical,Constructability,"Coordination issue at Zone -7-11 Level 1: Electrical-Mechanical clash near (-38794, 56667, 3140mm). Ref: New-R2-552",New-R2-552,4
RFI-289,2025-07-15,2025-07-18,Mechanical,Coordination Issue,"Coordination issue at Zone -10-10 Level 1: Electrical-Mechanical clash near (-50366, 53430, 2546mm). Ref: New-R3-531",New-R3-531,4
RFI-290,2025-08-05,2025-08-14,Mechanical,Code Compliance,"Coordination issue at Zone -5-1 Level 2: MEP-Structure clash near (-28479, 9050, 3837mm). Ref: New-R2-444",New-R2-444,5
RFI-291,2025-08-09,2025-08-13,Mechanical,Constructability,"Coordination issue at Zone -6-2 Level 2: MEP-Structure clash near (-33804, 13885, 3926mm). Ref: New-R3-350",New-R3-350,5
RFI-292,2025-08-06,2025-08-14,Structural,Coordination Issue,"Coordination issue at Zone -6-4 Level 2: MEP-Structure clash near (-32059, 20525, 4479mm). Ref: New-R4-204",New-R4-204,5
RFI-293,2025-07-29,2025-08-02,Structural,Coordination Issue,"Coordination issue at Zone -5-2 Level 2: MEP-Structure clash near (-29626, 13017, 4196mm). Ref: New-R4-349",New-R4-349,5
RFI-294,2025-07-27,2025-08-03,Structural,Design Clarification,"Coordination issue at Zone -9-7 Level 3: Electrical-Structure clash near (-46094, 37191, 9072mm). Ref: Clash-1e429503d739",Clash-1e429503d739,5
RFI-295,2025-07-31,2025-08-01,Electrical,Coordination Issue,"Coordination issue at Zone -8-7 Level 3: Electrical-Structure clash near (-40634, 36420, 8989mm). Ref: New-R4-300",New-R4-300,5
RFI-296,2025-08-09,2025-08-13,Plumbing,Constructability,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-1537, 743, -562mm). Ref: New-R2-263",New-R2-263,5
RFI-297,2025-08-08,,Structural,Constructability,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (2875, -996, -372mm). Ref: New-R3-266",New-R3-266,5
RFI-298,2025-07-29,2025-08-01,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (2221, 2790, 235mm). Ref: New-R4-027",New-R4-027,5
RFI-299,2025-08-02,2025-08-14,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-1770, -353, -46mm). Ref: New-R4-085",New-R4-085,5
RFI-300,2025-08-09,2025-08-15,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-877, -2928, -536mm). Ref: New-R4-154",New-R4-154,5
RFI-301,2025-07-28,2025-07-30,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (570, -89, -146mm). Ref: New-R4-211",New-R4-211,5
RFI-302,2025-08-09,2025-08-13,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (2469, 1761, 285mm). Ref: New-R4-233",New-R4-233,5
RFI-303,2025-08-06,2025-08-10,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (877, -1745, -388mm). Ref: New-R4-242",New-R4-242,5
RFI-304,2025-08-03,2025-08-07,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (589, -2478, 225mm). Ref: New-R4-316",New-R4-316,5
RFI-305,2025-08-03,2025-08-07,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (162, 2663, -52mm). Ref: New-R4-327",New-R4-327,5
RFI-306,2025-07-31,2025-08-05,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (2271, -162, 303mm). Ref: New-R4-353",New-R4-353,5
RFI-307,2025-07-29,,Architectural,Design Clarification,"Coordination issue at Zone -4-9 Level 3: MEP-Architecture clash near (-23034, 48180, 7748mm). Ref: Clash-a61519fa29f6-R3",Clash-a61519fa29f6-R3,5
RFI-308,2025-07-30,2025-08-05,Mechanical,Coordination Issue,"Coordination issue at Zone -7-3 Level 2: MEP-Architecture clash near (-38199, 16095, 4039mm). Ref: Clash-9e885c54cdca-R4",Clash-9e885c54cdca-R4,5
RFI-309,2025-07-31,2025-08-03,Mechanical,Coordination Issue,"Coordination issue at Zone -7-2 Level 1: MEP-Architecture clash near (-37002, 12642, 2481mm). Ref: Clash-e83157255978-R3",Clash-e83157255978-R3,5
RFI-310,2025-07-28,,Architectural,Coordination Issue,"Coordination issue at Zone -4-5 Level 3: MEP-Architecture clash near (-22965, 27235, 7103mm). Ref: Clash-c3c9bfce69d8-R4",Clash-c3c9bfce69d8-R4,5
RFI-311,2025-08-09,,Architectural,Code Compliance,"Coordination issue at Zone 0-8 Level 3: MEP-Architecture clash near (-3514, 44227, 7276mm). Ref: Clash-3d6fc9baba75",Clash-3d6fc9baba75,5
RFI-312,2025-07-29,2025-08-01,Mechanical,Code Compliance,"Coordination issue at Zone -1-9 Level 3: MEP-Architecture clash near (-8033, 47006, 7131mm). Ref: New-R3-265",New-R3-265,5
RFI-313,2025-07-30,,Architectural,Coordination Issue,"Coordination issue at Zone -3-8 Level 1: MEP-Architecture clash near (-17155, 44086, 3204mm). Ref: New-R3-311",New-R3-311,5
RFI-314,2025-08-08,2025-08-24,Mechanical,Code Compliance,"Coordination issue at Zone -6-2 Level 3: MEP-Architecture clash near (-30151, 12708, 8906mm). Ref: New-R3-554",New-R3-554,5
RFI-315,2025-08-05,2025-08-21,Mechanical,Coordination Issue,"Coordination issue at Zone -5-2 Level 2: MEP-Architecture clash near (-25320, 10593, 4108mm). Ref: New-R4-044",New-R4-044,5
RFI-316,2025-08-08,2025-08-14,Mechanical,Coordination Issue,"Coordination issue at Zone -8-1 Level 2: MEP-Architecture clash near (-41280, 7430, 4006mm). Ref: New-R4-131",New-R4-131,5
RFI-317,2025-08-01,2025-08-07,Architectural,Coordination Issue,"Coordination issue at Zone -1-4 Level 1: MEP-Architecture clash near (-6835, 23843, 3098mm). Ref: New-R4-169",New-R4-169,5
RFI-318,2025-08-05,2025-08-09,Mechanical,Coordination Issue,"Coordination issue at Zone 0-2 Level 1: MEP-Architecture clash near (-4136, 13729, 3383mm). Ref: New-R4-225",New-R4-225,5
RFI-319,2025-08-05,2025-08-09,Architectural,Coordination Issue,"Coordination issue at Zone -4-7 Level 3: MEP-Architecture clash near (-21912, 38296, 7199mm). Ref: New-R4-269",New-R4-269,5
RFI-320,2025-07-29,2025-08-01,Mechanical,Design Clarification,"Coordination issue at Zone -4-2 Level 1: Electrical-Mechanical clash near (-22874, 10747, 2453mm). Ref: New-R2-520",New-R2-520,5
RFI-321,2025-08-06,2025-08-14,Electrical,Coordination Issue,"Coordination issue at Zone -2-7 Level 1: Electrical-Mechanical clash near (-12022, 37532, 3076mm). Ref: New-R4-216",New-R4-216,5
RFI-322,2025-08-18,2025-09-01,Mechanical,Constructability,"Coordination issue at Zone -2-4 Level 3: MEP-Structure clash near (-11826, 22363, 9038mm). Ref: New-R4-228",New-R4-228,6
RFI-323,2025-08-13,2025-08-19,Structural,Coordination Issue,"Coordination issue at Zone -7-4 Level 2: Electrical-Structure clash near (-37838, 23953, 4461mm). Ref: New-R5-103",New-R5-103,6
RFI-324,2025-08-12,,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-734, -4520, -102mm). Ref: New-R3-519-R5",New-R3-519-R5,6
RFI-325,2025-08-13,2025-08-19,Plumbing,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-2669, 2189, 11mm). Ref: New-R5-003",New-R5-003,6
RFI-326,2025-08-14,2025-08-17,Structural,Coordination Issue,"Coordination issue at Zone 0-0 Level 1: Plumbing-Structure clash near (-225, 205, -508mm). Ref: New-R5-099",New-R5-099,6
RFI-327,2025-08-16,2025-08-30,Mechanical,Design Clarification,"Coordination issue at Zone -7-8 Level 3: MEP-Architecture clash near (-37811, 40507, 7252mm). Ref: Clash-f5c8b1247772-R2",Clash-f5c8b1247772-R2,6
RFI-328,2025-08-22,,Architectural,Constructability,"Coordination issue at Zone -6-7 Level 3: MEP-Architecture clash near (-30910, 35723, 8249mm). Ref: New-R4-157",New-R4-157,6
RFI-329,2025-08-23,2025-09-13,Mechanical,Code Compliance,"Coordination issue at Zone -5-5 Level 1: MEP-Architecture clash near (-25941, 29502, 2699mm). Ref: New-R4-325",New-R4-325,6
RFI-330,2025-08-21,2025-08-30,Mechanical,Coordination Issue,"Coordination issue at Zone -8-7 Level 2: MEP-Architecture clash near (-41194, 37245, 3983mm). Ref: New-R5-142",New-R5-142,6
RFI-331,2025-08-12,2025-08-15,Electrical,Coordination Issue,"Coordination issue at Zone 0-8 Level 1: Electrical-Mechanical clash near (-1228, 42053, 2731mm). Ref: Clash-f7f30e9d6b6d",Clash-f7f30e9d6b6d,6
RFI-332,2025-08-11,2025-09-10,Mechanical,Code Compliance,"Coordination issue at Zone -6-10 Level 1: Electrical-Mechanical clash near (-32758, 51546, 2731mm). Ref: Clash-58ccc242b879",Clash-58ccc242b879,6
RFI-333,2025-08-16,2025-08-21,Mechanical,Constructability,"Coordination issue at Zone -3-9 Level 3: Electrical-Mechanical clash near (-15991, 49871, 7359mm). Ref: Clash-aee591a158d5-R3",Clash-aee591a158d5-R3,6
RFI-334,2025-08-12,2025-09-20,Mechanical,Constructability,"Coordination issue at Zone -7-2 Level 3: Electrical-Mechanical clash near (-37505, 14094, 7480mm). Ref: New-R1-091",New-R1-091,6
RFI-335,2025-08-12,2025-09-04,Electrical,Design Clarification,"Coordination issue at Zone -1-9 Level 1: Electrical-Mechanical clash near (-8079, 45109, 2299mm). Ref: New-R3-455",New-R3-455,6
RFI-336,2025-08-16,2025-08-24,Electrical,Coordination Issue,"Coordination issue at Zone -3-9 Level 1: Electrical-Mechanical clash near (-17355, 48465, 2323mm). Ref: New-R5-011",New-R5-011,6
RFI-337,2025-08-21,2025-08-26,Electrical,Coordination Issue,"Coordination issue at Zone -1-4 Level 1: Electrical-Mechanical clash near (-7146, 24238, 2302mm). Ref: New-R5-138",New-R5-138,6
